time,category_name,text_company,text_headline,content_url,bias_label
2024-01-01 12:11:03,정치,뉴시스 ,한동훈 김건희 특검 반대… 국민 눈과 귀 가리는 것,https://n.news.naver.com/mnews/article/003/0012295599?sid=100,0.992832507019399
2024-01-01 16:00:16,정치,MBC ,MBC여론조사① 국정운영 잘못한다 59%‥특검 거부권 동의 안 해 64%,https://n.news.naver.com/mnews/article/214/0001321889?sid=100,0.9990841930269667
2024-01-01 12:37:03,정치,이데일리 ,한동훈 김건희 특검법 국민 눈과 귀 가리는 것…동의 못 해,https://n.news.naver.com/mnews/article/018/0005646948?sid=100,0.00024236359414796062
2024-01-01 13:44:02,정치,프레시안 ,김건희 특검법에 尹 거부권 행사 말아야 65%…거부권 행사해야 25%,https://n.news.naver.com/mnews/article/002/0002313914?sid=100,0.9997786007328571
2024-01-01 20:05:22,정치,MBC ,동료 시민 앞세운 한동훈‥김건희 특검법 놓고 이준석과 대립,https://n.news.naver.com/mnews/article/214/0001321916?sid=100,0.934673509680793
2024-01-02 16:18:08,정치,디지털타임스 ,與 쌍특검 민주당과 정의당의 짬짜미 정치폭력,https://n.news.naver.com/mnews/article/029/0002846951?sid=100,0.001757658726484851
2024-01-01 13:30:01,정치,대전일보 ,한동훈 김건희 아닌 도이치 특검 강조…총선용 악법 비판,https://n.news.naver.com/mnews/article/656/0000074675?sid=100,0.0004946661558980969
2024-01-02 16:29:59,정치,중앙일보 ,쌍특검법 거부 준비했던 한총리…국회가 특검법 안보내 밀렸다,https://n.news.naver.com/mnews/article/025/0003332533?sid=100,0.0004363605991946931
2024-01-01 21:01:05,정치,조선일보 ,“김건희 특검 거부권 반대” 63%… “총선 이후 특검” 55%,https://n.news.naver.com/mnews/article/023/0003808172?sid=100,0.007692541547130961
2024-01-02 17:31:01,정치,주간조선 ,김건희 특검 회피하는 한동훈 역풍불까xa0,https://n.news.naver.com/mnews/article/053/0000040553?sid=100,0.0003492707140514013
2024-01-01 20:04:08,정치,MBC ,MBC여론조사① 국정운영 잘못한다 59%‥특검 거부권 동의 안 해 64%,https://n.news.naver.com/mnews/article/214/0001321915?sid=100,0.00025485303392083926
2024-01-01 13:15:04,정치,세계일보 ,‘김건희 특검’ 관련 질문 ‘도이치 특검’으로 대답한 한동훈,https://n.news.naver.com/mnews/article/022/0003890194?sid=100,0.00021822854047835738
2024-01-02 16:51:12,정치,SBS ,영상 이준석 한동훈 김건희 특검에 관점 달라져…이준석이 평가한 한동훈 비대위원장은,https://n.news.naver.com/mnews/article/055/0001119210?sid=100,0.0004643486569145891
2024-01-02 16:47:01,정치,동아일보 ,국회 쌍특검법 이송 오늘 안한다…尹 거부권 행사도 연기,https://n.news.naver.com/mnews/article/020/0003540380?sid=100,0.00022488546543714637
2024-01-01 16:14:01,정치,노컷뉴스 ,이재명 김건희 특검 거부권에 尹 신년인사회 불참 검토,https://n.news.naver.com/mnews/article/079/0003848509?sid=100,0.999792656918613
2024-01-01 10:21:19,정치,뉴스1 ,국민 65% 김건희 특검법 거부권 행사 반대…尹 지지율 37%,https://n.news.naver.com/mnews/article/421/0007264417?sid=100,0.979498803936876
2024-01-02 17:28:28,정치,SBS ,국민의힘 특검 권한쟁의심판 검토에 선거 운동 도구 삼으려,https://n.news.naver.com/mnews/article/055/0001119229?sid=100,0.9951926891649487
2024-02-02 21:44:08,경제,KBS ,“태영발 PF 위기 지방 영향 더 클 것…선제적 대응해야”,https://n.news.naver.com/mnews/article/056/0011655250?sid=101,0.00028122639425056804
2024-01-30 09:56:07,경제,디지털타임스 ,특징주 밀린 공사대금 전달 …태영건설우 이틀째 강세,https://n.news.naver.com/mnews/article/029/0002852453?sid=101,0.07448098471712666
2024-01-31 06:15:01,경제,파이낸셜뉴스 ,SBS 태영건설 사태에도 목표주가 4.3만→3.8만대신,https://n.news.naver.com/mnews/article/014/0005135811?sid=101,0.9996705949168248
2024-02-01 05:30:00,경제,머니S ,태영건설 워크아웃에 하도급업체 비상… 대금 지급보증액 늘어날 듯,https://n.news.naver.com/mnews/article/417/0000978916?sid=101,0.00035899303855003274
2024-01-30 17:19:23,경제,매일경제 ,태영 자회사 에코비트 매각작업 속도 올린다,https://n.news.naver.com/mnews/article/009/0005252172?sid=101,0.9998611443757006
2024-01-31 16:48:51,경제,머니투데이 ,하나금융 순이익 3.3% 감소…태영건설·민생금융 충당금 반영,https://n.news.naver.com/mnews/article/008/0004993271?sid=101,0.9995634347275034
2024-01-30 10:22:01,경제,매일신문 ,태영건설 워크아웃으로 드러난 부동산 PF 위험성…제도 개선 필요성 주목,https://n.news.naver.com/mnews/article/088/0000859633?sid=101,0.9998456326544444
2024-02-01 15:07:58,경제,뉴스1 ,태영건설 대구 건설현장 협력업체 체불임금 11억 청산…공사 재개,https://n.news.naver.com/mnews/article/421/0007329087?sid=101,0.0003705991799769316
2024-02-01 06:01:28,경제,조선비즈 ,채권단은 삼일 대주단은 안진… 태영 회계법인 각각 선정하는 이유는,https://n.news.naver.com/mnews/article/366/0000967198?sid=101,0.9998536791170135
2024-01-30 06:28:03,경제,이데일리 ,태영건설 대출 신용보강 KB·하나·한국투자증권…타격 없을까,https://n.news.naver.com/mnews/article/018/0005663778?sid=101,0.99983286647918
2024-02-01 19:51:11,경제,KBS ,태영 대구 현장 체불임금 지급 공사 재개,https://n.news.naver.com/mnews/article/056/0011654440?sid=101,0.9957828966441064
2024-01-31 15:31:03,경제,이코노미스트 ,하나금융 “작년 태영건설 관련 충당금 822억원”컨콜,https://n.news.naver.com/mnews/article/243/0000055857?sid=101,0.00042878890374715024
2024-02-02 17:25:43,경제,머니S ,단독 태영건설 강릉 공사현장서 근로자 추락 사고,https://n.news.naver.com/mnews/article/417/0000979444?sid=101,0.0007645371246609886
2024-02-01 09:36:41,경제,머니S ,태영건설 부실PF 나비효과… 대형증권사 회사채 늘리고 중소형사 단기채 몰려,https://n.news.naver.com/mnews/article/417/0000978991?sid=101,0.011463835156291749
2024-01-31 09:51:01,경제,오마이뉴스 ,태영 도랑 치다 홍수났는데... 금융위 수장 안 되면 터지는 거죠 뭐,https://n.news.naver.com/mnews/article/047/0002420775?sid=101,0.00022730350122863758
2024-01-31 13:32:03,정치,서울경제 ,한동훈 “운동권 카르텔 총선서 살아 권력 향유 누리려 혈안”,https://n.news.naver.com/mnews/article/011/0004293975?sid=100,0.1472034460377031
2024-01-31 19:34:01,정치,대전일보 ,총선 앞 정치 세력 이동… 대전 정치권 진영 짜기 분주,https://n.news.naver.com/mnews/article/656/0000078339?sid=100,0.9998375620275797
2024-01-31 18:29:01,정치,한겨레 ,용적률·안전진단 특례지역 108곳…총선 앞두고 2배 늘려,https://n.news.naver.com/mnews/article/028/0002675245?sid=100,0.00021388225322447338
2024-01-30 10:38:05,정치,MBC ,국민의힘 쌍특검법 1일 재표결해야‥민주 총선 전 적절한 시점에,https://n.news.naver.com/mnews/article/214/0001327721?sid=100,0.9997520317627375
2024-01-31 18:23:01,정치,연합뉴스TV ,민주 총선 후보 면접 돌입…임혁백 결과에 아름답게 승복하길,https://n.news.naver.com/mnews/article/422/0000642499?sid=100,0.9981476389613716
2024-01-31 18:25:44,정치,YTN ,與는 유승민·野는 임종석...총선 역할론 논란,https://n.news.naver.com/mnews/article/052/0001992605?sid=100,0.9998379867911039
2024-01-31 14:32:27,정치,뉴시스 ,尹 중앙통합방위회의 주재…북 총선 개입 위한 도발 예상 뉴시스Pic,https://n.news.naver.com/mnews/article/003/0012349704?sid=100,0.0019436558096849674
2024-01-30 03:01:03,정치,동아일보 ,총선 공천 본격화… 與 ‘비윤’ 험지에 ‘검수저’는 텃밭에,https://n.news.naver.com/mnews/article/020/0003545385?sid=100,0.9215325063495297
2024-01-30 14:47:41,정치,뉴스1 ,정우택 총선 출마 공식화 국회의장 도전해 현안 해결,https://n.news.naver.com/mnews/article/421/0007323361?sid=100,0.00025194421772950406
2024-01-30 19:03:12,정치,KBS ,2024 총선 예비후보를 만나다…제주시갑 문대림 “모두를 위한 선수교체”,https://n.news.naver.com/mnews/article/056/0011652532?sid=100,0.017340066226479742
2024-01-31 15:56:34,정치,머니투데이 ,단독 4월 총선 선거보전금 1072억…또 중복지급만 수백억,https://n.news.naver.com/mnews/article/008/0004993223?sid=100,0.0010436976403349388
2024-01-31 15:49:14,정치,YTN ,尹 북한 4월 총선 개입 위한 각종 도발 예상,https://n.news.naver.com/mnews/article/052/0001992512?sid=100,0.9998330692214766
2024-01-30 19:21:01,정치,MBN ,4·10 총선 임종석 1인당 GDP 마이너스 윤희숙 짠하다,https://n.news.naver.com/mnews/article/057/0001796430?sid=100,0.9995748966143078
2024-01-31 15:08:33,정치,뉴스1 ,제22대 총선 공직후보자 추천신청서 제출 나선 원희룡 전 장관,https://n.news.naver.com/mnews/article/421/0007326238?sid=100,0.0002537462417400054
2024-01-31 20:20:02,정치,경기일보 ,총선 나도 뛴다 1월 31일 인천 현장은 지금①,https://n.news.naver.com/mnews/article/666/0000032528?sid=100,0.06338942795384206
2024-01-31 17:23:01,정치,시사저널 ,총선 앞 與가 전국 주요 도시 철도지하화 꺼내든 이유는,https://n.news.naver.com/mnews/article/586/0000072148?sid=100,0.00021716081532434316
2024-01-31 14:04:22,정치,MBC ,윤 대통령 북한 정권 비이성적 집단‥총선 개입 위한 도발 예상,https://n.news.naver.com/mnews/article/214/0001328001?sid=100,0.9997242683027177
2024-01-30 11:36:02,정치,경기일보 ,고영인 의원 안산단원갑 재선 도전 총선 나도 뛴다,https://n.news.naver.com/mnews/article/666/0000032340?sid=100,0.0002135617108879141
2024-01-31 17:00:39,정치,KBS ,한동훈 수원 찾아 총선 공약 발표…이재명 신년 기자회견,https://n.news.naver.com/mnews/article/056/0011653326?sid=100,0.0003658497807938154
2024-01-31 19:07:01,정치,MBN ,단독4·10 총선 더불어민주당 다선·호남 지역 재신임…물갈이 포석 여론조사냐,https://n.news.naver.com/mnews/article/057/0001796671?sid=100,0.9682734306748603
2024-01-30 19:10:47,정치,KBS ,충북 5곳 총선·재보궐 동시 실시…여야 공천 속도,https://n.news.naver.com/mnews/article/056/0011652531?sid=100,0.000329918005387909
2024-01-30 11:18:52,정치,KBS ,평택서 민주당 총선 예비후보 선거 벽보 불 태운 50대 검거,https://n.news.naver.com/mnews/article/056/0011652287?sid=100,0.9995893106298868
2024-01-31 16:53:10,정치,대전일보 ,총선 전 막바지 국회…충청권 현안 막판 관철해야,https://n.news.naver.com/mnews/article/656/0000078299?sid=100,0.9983518481322903
2024-01-30 21:03:03,정치,한겨레 ,총선 신호등 국힘·민주는 노란 불 제3지대는 빨간 불 시사종이 땡땡땡,https://n.news.naver.com/mnews/article/028/0002675079?sid=100,0.00034715827306727303
2024-01-30 19:23:01,정치,MBN ,총선톡톡 이언주 복당 빨간불음모론 낭독 대회이낙연은 웬수,https://n.news.naver.com/mnews/article/057/0001796431?sid=100,0.00045757213743161275
2024-01-31 15:05:25,정치,연합뉴스 ,총선 필승 여성전진대회 참석하는 홍익표 원내대표,https://n.news.naver.com/mnews/article/001/0014479564?sid=100,0.0002804271886482855
2024-01-31 19:21:03,정치,MBN ,총선톡톡 한동훈의 전략적 언급  친문 달래기,https://n.news.naver.com/mnews/article/057/0001796678?sid=100,0.0002823335307462318
2024-01-31 17:46:04,정치,경기일보 ,권미나 전 도의원 ‘용인병’ 출마 선언 총선 나도 뛴다,https://n.news.naver.com/mnews/article/666/0000032498?sid=100,0.00048335373858657976
2024-01-30 14:29:21,정치,뉴시스 ,제22대 총선 청주 상당 출마 선언하는 정우택 국회부의장,https://n.news.naver.com/mnews/article/003/0012347198?sid=100,0.9989256605286008
2024-01-30 17:15:06,정치,경향신문 ,총선 목전에 경기도 개발 공약空約 쏟아내는 정부·여당,https://n.news.naver.com/mnews/article/032/0003276349?sid=100,0.0013870905420303504
2024-01-31 17:19:01,정치,경기일보 ,민주당 총선후보 공천 면접…면접 마친 이재명 “성실하게 답변”,https://n.news.naver.com/mnews/article/666/0000032496?sid=100,0.0002481408970184381
2024-01-31 17:56:08,정치,뉴시스 ,경산시 총선 국힘 공천 윤두현·조지연 2파전종합,https://n.news.naver.com/mnews/article/003/0012350502?sid=100,0.0002218163771970165
2024-01-31 14:29:14,정치,노컷뉴스 ,민주당 공관위 총선 후보 공천 위한 면접 시작,https://n.news.naver.com/mnews/article/079/0003858937?sid=100,0.0002476707551085872
2024-01-31 13:47:20,정치,KBS ,한동훈 “운동권 특권세력 청산은 시대정신…총선서 퇴출해야”,https://n.news.naver.com/mnews/article/056/0011653243?sid=100,0.0002205697441423278
2024-01-31 21:43:02,정치,KBS ,2024 총선 예비후보를 만나다…제주시갑 송재호 “무능 정권을 이기는 선택”,https://n.news.naver.com/mnews/article/056/0011653617?sid=100,0.00023371071680035422
2024-01-31 14:34:01,정치,대전일보 ,3선의 관록 이종배 의원 총선 4선 도전 공식 선언,https://n.news.naver.com/mnews/article/656/0000078240?sid=100,0.000314360953913579
2024-01-31 16:11:04,정치,데일리안 ,김행 野고발한 배임 의혹 무혐의…4월 총선은 불출마,https://n.news.naver.com/mnews/article/119/0002795298?sid=100,0.00041155902093967283
2024-01-30 07:40:47,정치,KBS ,2024 총선 예비후보를 만나다…제주시 갑 문윤택 “정치 신제품이 뜁니다”,https://n.news.naver.com/mnews/article/056/0011652099?sid=100,0.9978550961134726
2024-01-31 17:57:10,정치,매일경제 ,韓 수도권 인프라 확대 승부수 … 與 뉴타운 총선 재현 기대,https://n.news.naver.com/mnews/article/009/0005252879?sid=100,0.0002707103317496955
2024-01-30 19:17:01,정치,MBN ,4·10 총선서울 국힘 수도권 공천 설 이후로…예비후보들은 한시가 급한데,https://n.news.naver.com/mnews/article/057/0001796428?sid=100,0.0003231335369852998
2020-01-30 20:27:52,정치,뉴스1 ,檢 공개비판 임종석 총선 앞으로 한 발 더…큰싸움 나서나,https://n.news.naver.com/mnews/article/421/0004435744?sid=100,0.9998208224366918
2020-01-30 16:09:02,정치,파이낸셜뉴스 ,총선 76일 남았는데..신종 코로나에 예비후보들 곤혹,https://n.news.naver.com/mnews/article/014/0004365230?sid=100,0.009690005865517161
2020-01-30 13:56:09,정치,연합뉴스 ,새보수당 총선후보 자체 공천 방침…2월내 공천심사 완료,https://n.news.naver.com/mnews/article/001/0011366315?sid=100,0.0003791583961044437
2020-01-30 14:19:07,정치,뉴시스 ,이해찬 오늘 이광재와 만찬…4·15 총선 역할 요청할 듯,https://n.news.naver.com/mnews/article/003/0009676954?sid=100,0.9171153463989702
2020-01-30 17:45:03,정치,한국경제 ,한국당 반년 만에 돌아온 밀레니얼 핑크…총선서 먹힐까,https://n.news.naver.com/mnews/article/015/0004281446?sid=100,0.0003734641673622771
2020-01-30 09:46:29,정치,뉴시스 ,황교안 대표에게 총선 출마 촉구하는 김민석 전 의원,https://n.news.naver.com/mnews/article/003/0009675996?sid=100,0.0009406605338478183
2020-01-30 12:01:47,정치,뉴스1 ,총선 출사표 던지는 정호진,https://n.news.naver.com/mnews/article/421/0004434194?sid=100,0.00030835160846090916
2020-01-30 12:11:07,정치,문화일보 ,21대 총선 타깃 여론조사여성 유권자 “女후보자라고 더 지지할 의향 없다” 60.6%,https://n.news.naver.com/mnews/article/021/0002415529?sid=100,0.42068557852637023
2020-01-30 10:24:16,정치,뉴스1 ,김두관 경남 양산을 총선 출사표,https://n.news.naver.com/mnews/article/421/0004433682?sid=100,0.0004999653954615202
2020-01-30 10:35:03,정치,매일경제 ,우생순 주인공 민주당 15번째 총선 인재로,https://n.news.naver.com/mnews/article/009/0004508497?sid=100,0.00024360556215254536
2020-01-30 12:01:15,정치,문화일보 ,21대 총선 타깃 여론조사女유권자 “文 과거엔 지지했으나 지금은 지지 안 해” 28.1%,https://n.news.naver.com/mnews/article/021/0002415521?sid=100,0.00021625911643578788
2020-01-30 12:15:10,정치,연합뉴스 ,이해찬 오늘 이광재와 만찬…총선서 강원도 위한 역할 요청종합,https://n.news.naver.com/mnews/article/001/0011365999?sid=100,0.00044808449893465066
2020-01-30 16:45:35,정치,연합뉴스 ,민주 총선 경선 네거티브전 후보에 불이익…최대 공천배제,https://n.news.naver.com/mnews/article/001/0011367290?sid=100,0.0027973823713006054
2020-01-30 16:17:02,정치,연합뉴스 ,만 18세 유권자 공략하는 총선 예비후보,https://n.news.naver.com/mnews/article/001/0011367155?sid=100,0.0018113262282116272
2020-01-30 11:01:02,정치,문화일보 , 조화순의 Deep Read 총선 ‘이념전쟁’ 예고… 승패 떠나 ‘범여 재구성·국회패싱’ 계속될듯,https://n.news.naver.com/mnews/article/021/0002415487?sid=100,0.9564233272277595
2020-01-30 15:50:05,정치,KBS ,황교안 “중도 마음 얻어야 51%…총선 다음 대선으로 文정권 심판”,https://n.news.naver.com/mnews/article/056/0010787249?sid=100,0.0008976292812983015
2020-01-30 09:34:53,정치,뉴스1 ,신종 코로나 불똥 튈라…총선 예비후보들 선거사무소 개소 연기,https://n.news.naver.com/mnews/article/421/0004433521?sid=100,0.9990219002190632
2020-01-30 11:35:44,정치,뉴스1 ,김유화 여수갑 예비후보 정권 재창출 위해 총선 승리,https://n.news.naver.com/mnews/article/421/0004434059?sid=100,0.9937732217821286
2020-01-30 15:50:48,정치,뉴스1 ,총선 출사표 던진 대구 친박인사들…박근혜 마케팅 통할까,https://n.news.naver.com/mnews/article/421/0004435083?sid=100,0.9992979919450748
2020-01-30 10:33:09,정치,연합뉴스 ,박성민 전 울산 중구청장 총선 출마,https://n.news.naver.com/mnews/article/001/0011365447?sid=100,0.00023893095198817852
2020-01-30 14:23:03,정치,헤럴드경제 ,총선출마로 공석인 광주테크노파크 새원장 공모에 6명 지원,https://n.news.naver.com/mnews/article/016/0001629697?sid=100,0.999852520281092
2020-01-30 10:24:11,정치,뉴스1 ,총선 출사표 던진 김두관,https://n.news.naver.com/mnews/article/421/0004433680?sid=100,0.0004999653954615202
2020-01-30 12:11:08,정치,문화일보 ,21대 총선 타깃 여론조사20대 여성만 “비슷한 조건이라면 女후보 지지” 46.4%,https://n.news.naver.com/mnews/article/021/0002415530?sid=100,0.9970682140853551
2020-01-30 13:48:24,정치,뉴스1 ,총선 출마선언하는 추혜선·이종태·이성재,https://n.news.naver.com/mnews/article/421/0004434445?sid=100,0.0002763340962879952
2020-01-30 16:27:05,정치,매일신문 ,4·15 총선 레이더 홍석준 달서갑 예비후보 성서산업단지 디지털 메이커시티 공약,https://n.news.naver.com/mnews/article/088/0000630768?sid=100,0.9998441982369627
2020-01-30 10:22:00,정치,뉴스1 ,총선 출사표 던지는 김두관 의원,https://n.news.naver.com/mnews/article/421/0004433673?sid=100,0.0004368869077281198
2020-01-30 19:27:06,정치,뉴스1 ,속보 이광재 민주당 21대 총선 공동 선대위원장 수락,https://n.news.naver.com/mnews/article/421/0004435679?sid=100,0.4150079713057729
2020-01-30 21:45:53,정치,YTN ,마스크 회의 한국당 이번엔 중국인 내보내자...與 총선에 이용말라,https://n.news.naver.com/mnews/article/052/0001394794?sid=100,0.7811395658485262
2020-01-30 15:17:43,정치,뉴시스 ,김석호 전 경북도의원 구미시갑 총선 출마 선언,https://n.news.naver.com/mnews/article/003/0009677210?sid=100,0.0002815391945724522
2020-01-30 12:11:10,정치,문화일보 ,21대 총선 타깃 여론조사저출산 원인… 20代 “경제적 여유 없어” 30代 “직장·육아 병행 어려워”,https://n.news.naver.com/mnews/article/021/0002415532?sid=100,0.00025028698066520855
2020-01-30 21:13:12,정치,JTBC ,3% 득표 자신감…총선 앞두고 갈라지는 보수진영,https://n.news.naver.com/mnews/article/437/0000229998?sid=100,0.9997747862409168
2020-01-30 16:41:41,정치,연합뉴스 ,제21대 총선 긴 투표지 모의개표 실습,https://n.news.naver.com/mnews/article/001/0011367278?sid=100,0.00029313099470238725
2020-01-30 16:26:07,정치,매일신문 ,4·15 총선 출마합니다 김석호 구미갑 예비후보,https://n.news.naver.com/mnews/article/088/0000630767?sid=100,0.00028346956505069407
2020-01-30 15:10:50,정치,YTN ,與 이해찬이광재 오늘 회동...총선 도와달라,https://n.news.naver.com/mnews/article/052/0001394588?sid=100,0.999702582492888
2020-01-30 16:25:07,정치,매일신문 ,4·15 총선 출마합니다 이만희 국회의원 영천·청도 중단없는 발전과 대한민국 발전에 혼신,https://n.news.naver.com/mnews/article/088/0000630765?sid=100,0.0051432894575750825
2020-01-30 16:26:05,정치,매일신문 ,4·15 총선 출마합니다 허명환 자유한국당 포항 북 예비후보,https://n.news.naver.com/mnews/article/088/0000630766?sid=100,0.000879478771409382
2020-01-30 16:43:04,정치,뉴시스 ,총선 수개표 대비 모의훈련,https://n.news.naver.com/mnews/article/003/0009677567?sid=100,0.00024713342423450936
2020-01-30 15:55:04,정치,이데일리 ,인터뷰 문병호 안철수 통합 참여하면 민주당 총선 참패,https://n.news.naver.com/mnews/article/018/0004565263?sid=100,0.999519073983013
2020-01-30 16:27:44,정치,연합뉴스 ,제21대 총선 모의개표 실시,https://n.news.naver.com/mnews/article/001/0011367215?sid=100,0.00029313099470238725
2020-01-30 14:05:53,정치,연합뉴스 ,정의당 21대 총선 안양시 출마자 합동기자회견,https://n.news.naver.com/mnews/article/001/0011366346?sid=100,0.00024215319594923107
2016-01-31 15:39:03,정치,뉴시스 ,강용석 20대 총선 서울 용산 출마 선언,https://n.news.naver.com/mnews/article/003/0007016928?sid=100,0.9985752618410898
2016-01-31 23:05:03,정치,매일신문 ,4·13 총선 레이더 이삼걸 안동에 선거사무소 개소,https://n.news.naver.com/mnews/article/088/0000430093?sid=100,0.34611187705254365
2016-01-30 08:00:05,정치,연합뉴스 ,父子 대물림 출마에 17전18기까지 …이색 총선후보들,https://n.news.naver.com/mnews/article/001/0008155275?sid=100,0.999848782690585
2016-01-31 23:05:03,정치,매일신문 ,4·13 총선 레이더 김희국 의원 안심번호 홍보전,https://n.news.naver.com/mnews/article/088/0000430096?sid=100,0.9998413627131119
2016-02-01 17:06:53,정치,연합뉴스 ,선관위 총선여론조사 왜곡 SNS 유포 첫 고발,https://n.news.naver.com/mnews/article/001/0008159765?sid=100,0.9996599448095936
2016-01-30 20:22:00,정치,뉴시스 ,총선 개소식서 지지자 향해 손 흔드는 김우남 의원,https://n.news.naver.com/mnews/article/003/0007015893?sid=100,0.9998080038445157
2016-01-31 19:00:05,정치,세계일보 ,총선 여론조사 새누리 과반 넘는 151석 이상 차지할 것 53%,https://n.news.naver.com/mnews/article/022/0003007040?sid=100,0.01796238262772067
2016-02-01 18:56:58,정치,연합뉴스 ,더민주 총선기획단장에 불출마 정장선공약단장 이용섭,https://n.news.naver.com/mnews/article/001/0008160096?sid=100,0.9998496505233192
2016-02-01 16:29:12,정치,연합뉴스 ,김영국 음성 한일중 이사장 중부4군 총선 출마 선언,https://n.news.naver.com/mnews/article/001/0008159650?sid=100,0.9998402945497555
2016-01-31 15:39:00,정치,뉴시스 ,총선출마 기자회견하는 강용석,https://n.news.naver.com/mnews/article/003/0007016930?sid=100,0.9985752618410898
2016-01-31 15:00:51,정치,뉴스1 ,총선 출마선언하는 강용석,https://n.news.naver.com/mnews/article/421/0001867166?sid=100,0.0002661724281365311
2016-02-01 17:37:04,정치,뉴스1 ,심화섭 서정대 교수 “동두천·연천 총선에 도전”,https://n.news.naver.com/mnews/article/421/0001869485?sid=100,0.9998243812561046
